class,final_tweet
1,asshats cair called islamophobe would say fuck pass bacon
1,cheeks gone cold bitch
1,arial rose athletic asian babe plays pussy
1,avery adorable petite red haired teen plays
1,cassie laine brunette slips lingerie massages wet pussy
1,crystal star leggy playful babe crystal star spreads pussy
1,evilyn fierce naughty girl next door pummels pussy
1,ioana tiny teen ioana fucks tender pussy
1,kleopatra ivory skinned nubile kleopatra fingers
1,lilith lee hot blonde teen fucks tender pussy
1,lola foxx nubile shows pink pussy
1,lola foxx steaming hot nubile lola foxx shoves dildo deep
0,works fancy clam phone call clam
1,leo get fuck vine fag
1,hungrier ho
1,hurt ass ah whole nigga hate bitch tf
1,aint worried nigga takin
1,one people needs reassurance damn ugliest bitch
1,fucked hoe nobody
1,bet yo bitch try n slide let hair
1,sweetheart bitch specialty
1,dont shit chip dese niggaz jus bitch dese niggaz jus chik naw aint got
0,dont think women wear flesh tone colored lol
1,find funny fags write grindr lol thats fucking ap
0,get girls point seems colored people died holocaust picture holocaust
1,got 3 24 ounce bitch
1,got retarded ass love em tho make life
1,300 bitches like sosa jewelery shinin like mop glo
1,gotta team hoes like pat
1,hate ah dirty foul living bitches
1,hate
1,hate manager much makes wanna throw silverware stupid bitch ass
1,hate talk lol given sure personal inboxes late nights look like
1,taller older bitch
1,havnt fought bitch ina
1,head butted bitch lmao tried play bitch know head
1,fell love bitch stupid bootyyyyyy
1,realized talking shit nonstop past 48 stop texting
1,like yo bitch like
1,listened dedication 4 three times gon make pussy eater
1,love bad bitches thats fucking problem
1,love airing everyone loved kill la kill like fucking everyone loved hates
0,made sweet spicy drunken noodles handmade handcut ho fun noodles marinated back
1,might need get hoes
1,need one around world twitter bitches cause local facebook hoes aint cuttin lol
1,need claritin clear bitch
1,need go mexican flea market grab fake gucci sandals stunt hoes
1,never knew mother heartless mother would popped foh
1,pop dontae already got bitch dah big 30
1,ran hoe texted asking borrow roll tissue tomorrow
1,really hate hungry bitches put dick swear yall get beat fuck ill show
1,really want xbone said would say week ago would call super retard
0,reblogged mock god bless
0,saved bird
1,seen nigga dressed hop da bus n bitch wit get stop say throwin u da lob
1,still understand bitches high shool would put false eyelashes every fucking day
0,think need watch dawn planet apes
1,think girlfriend get locked shed first one
1,think im addicted naked pictures sittin talkin bout bitches almost
0,thought garbage men supposed bring trash dump take ha ha self depreciation
0,wanna go ghetto club
1,want dyke clique
1,emo ok emosquad2k10 get level bitch
1,enjoying nicki song anaconda said fuck skinny lol nah bitch fuck
1,gone 2 days bitch ass miss
1,lit den bitch last night
1,never mean broke keep making seem like never went party fuck bitches
0,pulling one
0,pet elementary like brought cookies brownies gave im ashamed
1,wish lesbian deal bitch boys mostly bc girls rlly hot
1,wonder girls call eachotha bitches cool nigga call dem one mfas body
1,wont get catfished anymore tho bc im longer trying stick myy pp twitter hoes
1,wouldnt michaelangelo hoes control
1,go jamaica n attend wild dancehall jus five star frog splash bitch tree n get
1,rather sit alone fuck iffy
1,also looking hire full time bitches
1,sorry eat seafood solely fact seriously unrespectable
1,sorry called fault
1,neva chase hoes move slow let em chase
0,imessage trash
0,ios 8 autocorrect trash phone capitalizing dumbest
1,id look real retarded trynna hi 5 ill head
1,idgaf bout basic bitch
1,idk planet bitch works planet following supervisors instructions mean im
1,idk ppl ackin like shocked 70 first class hos knew personally
1,bitch like wrong wit da bitch
1,bitch would everrrrrrr
1,girl hoe aint stealing anyones man stfu
1,ah nigga beefing wit u dey gon try fuck ur bitch kill u
1,anyone reviews 5 game loan player cunt shouldnt 5 game reviews especially start fifa
1,bitches wanna get couch go fine
1,dey go linch gon eat pussy befo come
0,die resurrected animal id howler monkey
0,ice jj fish gets looks really trash
1,64 dont eem try nigga talk trash smash bros
1,ive ever faggot let know ill change
1,someone thinks saying cause either wanna one one
1,u dolled got voodoo 4 u bitches
0,u buy box colored goldfish r racist tbh
0,u eat fried eggs leave yolk entirely yellow ur disgrace also nasty
1,u get mad ur feelings bout vs yanks tweets twitter rolling shit
1,u gon wit ur bae even cheat shut fuck take dick nothing better love
1,uckin love freebees like pom duck hm life
0,ur girl watch snapped front u trying spook
1,yo girl doesnt swallow bitch
1,fuck cause nigga shit salute ya
1,delete tweets one hour tweet gigantic pussy
1,lil pussy stomach pouch wear tight shit
1,unlocking online wear around real life rest us know cunt
1,way trying make feel bad calling fat rethink
1,trying hockey dont call anyone else pussy
1,youre cheering mexico youre little bitch
1,iggy wanna black ur white widow hoe
1,ik look good dam bitches stop making obv staring loll
1,ill call bitch short last resort first resort
1,im dope ass nigga bitches hella sober
1,im fat bitch
1,im hoe forgetting umbrella
0,im genuinely getting mad video game mickey mouse darkness big keys
1,im gonna hold bitch word
1,im watching next bitch tried running outside got neck sliced
0,im wearing sweater ike 80 degrees house
1,im weeaboo trash
1,ima beast dese niggas food ima jus eat dat pussy bad big poppa gon beat dat
1,ima boss ass bitch bitch bitch
1,ima groovy type nigguh
1,ima knock da pussy like fight night
1,imagine white people said instead lol
1,imma hit ground work pussy gone come back everytime
1,imma tall dread head wit fat face bitch better
1,fucking mexico bitches
1,order want real nigga gotta real bitch
1,real life online follow sorry folks cause look like border hopper mean born raised
1,inb4 unfunny nigger kill
1,ion care wrong bitch blow ur
1,ion care niggas date b bitch make happy cool
1,ion hoes really reason worry anything ill cheat left hand lbr
0,ion like papoose went lol
1,ion sell vics mo ion drink lean mo bitch ion even smoke tree mo
1,ion speak flaw niggas thirsty hoes boyyyyyy look
1,ion trust bitches ion trust
1,everyone gonna complete whiny little baby bitch shit lmao
0,ghetto grease yo scalp work
1,money bitches
0,choking want pet monkey
1,bitch new transformers
1,god given right white bitches
1,means im following orders sue ya dyke
1,might rain want look like pussy carrying umbrella around also want risk perm getting
1,2014 bitches need ready play let high school tease shit last
1,friday bitches
0,brand new day birds chirpin
1,amazing hood bitches wear body head
0,awesome people known years talk trash behind back ask favors truly
1,ten bitch gave 2 min assignment lmfaooooo
1,everything cut bitch
1,gotten point literally care gonna start punching bitches move hallway
0,weird like
1,5 years bitch still thinks im dont think
0,either details looking really fuzzy right trust police department mo
1,ive went 50 fags 5 happy
1,jackie peyton fucking omg love damn thats best shit pulled
0,jacob u look like monkey dis
1,jacobs like stfu bitch
0,janet nip slip
1,jesus christ youre fucking retard believe mercurian retrograde affecting life
0,jig levitating samsung made fun galaxy note 4
0,jig levitating lousiville
0,jm sorry hear going chipotle first better
1,jooooooked 4 old dyke outchea
1,casual ghetto family twerk session
0,found team
1,got done biking dyke
1,like girls guys hit girl double standard forever
1,like made hoes come make yall go away
1,made tmobile bitch
0,noticed trash notification page clean
0,saw words tailor soldier muttered aloud
1,kicking bitch curb
1,killers pillow wit dey bitches
0,kit kats trash
1,know like cussss yo bitch likely doesss
1,kush god bitch
1,kyle im quit talking go hoe
1,label hoe
0,last thought 3rd grade voted maybe related really big
1,last words bitch nigga
1,late upload bitches
1,laughing inside thinking yo bitch ass fuck
1,leaving hope
1,let hoe ass falcons get steven wackson 1st rd pick
1,life ya professor better know bitch gone test ya
1,life great mad bitch bless move ur negativity dat
1,like annoying little year old asking ride haha fuck poser bitch
1,like bitch pic flirting nowadays
1,like bitch wit ass u shit
1,like slow death feel shit load nudes fap one bitch
1,like going sensitive lil talk
0,animal crackers legit best snack
1,lil bitch
1,lil bitch thats make bond aint got tell
0,lil spook yung lean robb night
1,lil stupid ass bitch
1,little stupid ass fuckin wit chuuu
0,lmao s2g roots hair makes look dirty
1,lmao weakkk pussy popz severely
1,lmao lmaooo hoe people person
1,lmao tu madre nacho doritos trash
1,lmao 25 years tryna
1,lmao nigga ran ponzi scheme
1,lmao little bitch
1,lmao slow new day madonna fans collaborating haha sounds may oray use sound
0,lmaoooo let guy treat like yellow pink
0,lmaoooo everything bet white mike trash
1,lmaoooo lol ok pal bitch gone tell
1,lmaooooo sit ghetto girls seat lunch
1,lmaooooo relax ya mark bitch roll fuck state texas
1,lmaoooooo dude said bitches ny fuck greatest hits
1,lmaoooooo eat goal faggot
1,lmfao back dry get shower
1,lmfaooo whenever take selfies always one hatin ass bitch comments talmbout
1,lmfaooo yo bitch officially crossed line
1,lmfaoooo wiz perfect example fame get looks like typical tweaker homeless
1,lock bitch keep heat shut front
1,lol hoes realize fuckin need
0,lol tweet
1,lol stupid ass bitch remember michael feel old
1,lol bae game unknown hoe screaming name loud asfck
1,lol bitches aint
1,lol liked album album trash
1,lol hate really dont give shit either done nothing bc bitch
1,lol ok cunt
1,lol stupid ass bitch fuck
0,lol replaced big yellow chicken homer
1,lol unfaithful hoes
1,tell yo bitch bite da boner
1,look bitch right right
1,look bitch high fashion cuh
1,look walking close future husband
1,looking like hillbilly matching best goodnight losers
1,looks like highlight night getting lewis quick fag outside work
1,lost couple online matches bitch hit dad ate one days
1,love females hate bitches
0,loves day timers always come coloured maps distance makes feel far important actually
1,lrt im saddened bc tweeting like hoe
1,lrt turnup lil bitch
1,cierra gotten close kill bitch tbh
1,make ur bitch want
1,making sweet love hand cause cant buy hoe tonight
1,making shittiest pigs blanket gonna tryna impress gordon bitch ass trying make
0,mall fellow ginzos christmas shopping
1,man gotta hang snoop lion aka nemo hoes
1,man kills mother 2 reveals hiv positive bitch deserved
0,march get
1,got bomb azz pussy lol
0,mashed potatoes string beans yellow rice chicken
1,maybe bitches stop talking dude omari one day
1,peter always slaying hoes
1,loving hoe ah
1,suburban white suburban white bitch ok u literally proved point
1,wants skype group bunch offensive new york city queer folk
1,might play b2k tonight black hoes know still care yal
0,might walk dunkin want oreo coffee
0,mimi trash lol
1,mmm still hoe
1,money bc bitches follow
0,money hoes clothes
1,weed n hanging wit snitches shit intention
1,mother fuxker devil ah lie bitch truth
1,lick pussy
1,bitch town
1,bitch look like black barbie n nigga imma ken doll breath smellin like filet mignon
1,bitch stay bitch look keep pussy tucked
1,bitches getting even badder
1,brothers asshat friends think okay vandalize property racist wana
1,chick badder basic bitches
1,fuckin dick bitch made ass supper allowed come home mad
1,drugs green bitches white
1,eye got lazy reading looking u bitches flawged lie
1,flow sicker bitch magic johnson lickin
0,kid eats bacon without dipping tub creamy butter laid like
0,grandma got rosta colored dress pretty better let borrow
1,little sisters kik name thot ass thot sister freak hoes
1,main bitch
1,mom tried get buy beaner boots bc sale like mariachi band please
1,mother raised lol
1,nigga bad ass bitch forreal forreal
1,nigguh wtf
1,pussy pops
1,right ear throbbing harder virgins pussy
1,side bitch main bitch cuz main bitch aint feelin
1,timeline looks thirsty bc basic hoes keep talking bout nigga matter ctfuu
1,tweets aint shit bitches aint either
1,n cant even enjoy reg house 1 fav know house hunters international bitch ass comes next
1,n following messy gonna die slowly painful lonely ass death bitch
1,nasty hoe
1,need get sheriff rick show pussy ass police officers
1,negro always falling asleep
1,neither never nigger
1,neva bitch nigga want problems
1,never change never wife ah bitch
1,never problem girl years school otter looking twat better quit giving looks
